NIK,NIK_valid,biometric_flag,age,gender,provider_id,diagnosis_code,procedure_code,num_diagnoses,num_procedures,length_of_stay,total_claim_amount,service_date,claim_date,verification_method,tarif_standar_diagnosis,diagnosis_cost_ratio,avg_cost_per_procedure,verification_delay_days,duplicate_ID_count,duplicate_ID_count_month,time_between_admissions,num_claims_last_30d_by_provider,num_unique_patients_last_30d,provider_claim_rate_vs_peer,claim_rejection_rate_provider,year_month,month_over_month_claim_growth,sudden_spike_flag,new_provider_month_flag,avg_claim_per_patient,claim_fragmentation,claim_fragmentation_score,service_mix_index,provider_id_default,fraud_score,los_anomaly_flag,provider_balance_score,fraud_label
0880802165641343,1,0,74,F,RS005,J00,93.9,2,1,0,1105089,2025-04-02,2025-04-05,auto,500000,2.210178,1105089.0,3,3,0,357.0,29,27,1.040050152390402,0.0966290186330106,2025-04,0.2222222222222223,0,0,40929.22222222222,0,0,4.14127813007164,RS005,37.0,0,0,NORMAL
2830988852683244,0,1,90,F,RS004,A09,45.23,2,1,2,4605844,2025-03-17,2025-04-05,manual,1300000,3.542956923076923,4605844.0,19,4,0,157.0,32,31,1.0020465598775556,0.0213170539236066,2025-04,0.4516129032258065,0,0,148575.61290322582,0,0,4.144682110587729,RS004,62.0,0,0,MEDIUM
6711897028797469,1,0,87,M,RS010,K21.0,45.16,1,2,1,3046357,2024-02-07,2025-04-05,auto,1400000,2.175969285714286,1523178.5,423,3,0,0.0,37,37,0.9678735089127852,0.0404583058354883,2025-04,0.3636363636363635,0,0,82333.97297297297,0,0,4.1682773779312186,RS010,46.0,0,0,MEDIUM
3161898086052207,0,0,46,M,RS010,R50.9,99.19,2,4,1,9088514,2024-01-15,2025-04-05,auto,1000000,9.088514,2272128.5,446,2,0,182.0,37,37,0.9678735089127852,0.0811917731510718,2025-04,0.3636363636363635,0,0,245635.51351351352,0,0,4.1682773779312186,RS004,90.0,0,6,HIGH
2877221746892645,0,1,79,F,RS010,O80,72.0,1,3,3,4134337,2025-01-04,2025-04-05,manual,3500000,1.181239142857143,1378112.3333333333,91,4,0,256.0,37,37,0.9678735089127852,0.0758282266202313,2025-04,0.3636363636363635,0,0,111738.83783783784,0,0,4.1682773779312186,RS010,31.0,0,0,NORMAL
1742987713465870,1,1,42,F,RS003,Z00.0,93.99,3,1,0,795631,2024-11-05,2025-04-05,auto,700000,1.1366157142857145,795631.0,151,2,0,0.0,34,32,1.0535576432228166,0.0494653322895084,2025-04,0.4482758620689655,0,0,24863.46875,0,0,4.205157410650728,RS003,13.0,0,0,NORMAL
3273190338674850,1,0,66,M,RS009,I25.1,36.15,2,2,4,430387,2025-01-29,2025-04-05,manual,5000000,0.0860774,215193.5,66,6,0,82.0,36,33,1.0510847174228308,0.0638376237528171,2025-04,0.6129032258064515,0,0,13042.030303030304,0,0,4.196372502468529,RS009,32.0,0,0,NORMAL
1166776235809845,1,0,18,F,RS003,I25.1,99.24,3,4,4,6004433,2025-02-15,2025-04-05,auto,5000000,1.2008866,1501108.25,49,6,0,245.0,34,32,1.0535576432228166,0.0620383030750177,2025-04,0.4482758620689655,0,0,187638.53125,0,0,4.205157410650728,RS003,38.0,0,2,NORMAL
9839768805277900,0,1,33,M,RS008,J18.9,96.04,2,4,2,6554197,2025-01-02,2025-04-05,manual,4200000,1.5605230952380953,1638549.25,93,5,0,193.0,50,45,1.104849771616958,0.0514081659366491,2025-04,0.3255813953488371,0,0,145648.82222222222,0,0,4.187444153526895,RS008,31.0,0,0,NORMAL
4828056707290716,1,1,55,M,RS008,A09,45.23,2,1,2,3575290,2025-02-03,2025-04-05,manual,1300000,2.750223076923077,3575290.0,61,5,0,58.0,50,45,1.104849771616958,0.1478342998938494,2025-04,0.3255813953488371,0,0,79450.88888888889,0,0,4.187444153526895,RS008,37.0,0,0,NORMAL
3089332677143639,1,1,35,F,RS008,O80,72.0,2,3,4,1975537,2024-06-27,2025-04-05,manual,3500000,0.5644391428571428,658512.3333333334,282,3,0,126.0,50,45,1.104849771616958,0.0949508486936482,2025-04,0.3255813953488371,0,0,43900.82222222223,0,0,4.187444153526895,RS008,12.0,0,0,NORMAL
7956081825278067,0,1,5,F,RS001,J18.9,93.94,2,4,3,1505567,2025-03-01,2025-04-05,manual,4200000,0.3584683333333333,376391.75,35,1,0,0.0,34,31,0.9503571663118672,0.1422596159658788,2025-04,-0.0857142857142857,0,0,48566.67741935484,0,0,4.205689378474635,RS001,24.0,0,0,NORMAL
1138385165683354,1,1,62,M,RS001,O80,72.0,3,4,3,9331576,2024-03-12,2025-04-05,manual,3500000,2.6661645714285718,2332894.0,389,5,0,177.0,34,31,0.9503571663118672,0.0430243883229163,2025-04,-0.0857142857142857,0,0,301018.5806451613,0,0,4.205689378474635,RS001,37.0,0,0,NORMAL
9143882070468293,0,1,49,M,RS009,H25.9,13.1,1,2,0,6703534,2025-01-11,2025-04-05,auto,7500000,0.8938045333333333,3351767.0,84,2,0,0.0,36,33,1.0510847174228308,0.0722938537788604,2025-04,0.6129032258064515,0,0,203137.39393939395,0,0,4.196372502468529,RS009,24.0,0,0,NORMAL
6645292985971158,1,1,60,M,RS002,J00,93.9,2,3,0,6930714,2024-06-17,2025-04-05,auto,500000,13.861428,2310238.0,292,4,0,327.0,24,24,0.8596363164695896,0.0435866065616736,2025-04,-0.1071428571428571,0,0,288779.75,0,0,4.189745699187344,RS002,51.0,0,0,MEDIUM
3101555342662416,1,1,66,M,RS009,O80,72.0,2,2,1,816139,2024-06-12,2025-04-07,manual,3500000,0.2331825714285714,408069.5,299,2,0,83.0,37,34,1.0510847174228308,0.0845470048899786,2025-04,0.6129032258064515,0,0,24004.08823529412,0,0,4.196372502468529,RS009,4.0,0,0,NORMAL
7620096308084502,1,0,40,M,RS005,E11,99.1,2,4,0,8596874,2024-01-26,2025-04-07,auto,2500000,3.4387496,2149218.5,437,2,0,140.0,31,29,1.040050152390402,0.051462870397514,2025-04,0.2222222222222223,0,0,296443.9310344828,0,0,4.14127813007164,RS005,63.0,0,0,MEDIUM
7005524238298299,0,1,67,F,RS005,Z03.8,93.91,3,2,0,5638595,2024-11-16,2025-04-07,auto,1200000,4.698829166666667,2819297.5,142,4,0,0.0,31,29,1.040050152390402,0.1028994720964716,2025-04,0.2222222222222223,0,0,194434.3103448276,0,0,4.14127813007164,RS005,71.0,0,0,HIGH
2327300756838980,0,1,28,M,RS005,H25.9,13.5,2,1,0,8236428,2024-04-30,2025-04-07,manual,7500000,1.0981904,8236428.0,342,6,0,37.0,31,29,1.040050152390402,0.0997279190353592,2025-04,0.2222222222222223,0,0,284014.7586206897,0,0,4.14127813007164,RS005,27.0,0,0,NORMAL
2616440237072797,1,0,7,M,RS009,J45.9,93.96,1,4,1,6182780,2025-01-03,2025-04-07,manual,2300000,2.688165217391304,1545695.0,94,4,0,317.0,37,34,1.0510847174228308,0.0266591585325607,2025-04,0.6129032258064515,0,0,181846.4705882353,0,0,4.196372502468529,RS009,59.0,0,2,MEDIUM
3955896411478097,0,1,27,M,RS006,O80,72.0,3,1,3,7168598,2025-01-11,2025-04-07,auto,3500000,2.048170857142857,7168598.0,86,3,1,13.0,25,23,0.9113429635844886,0.115093226761405,2025-04,0.1538461538461537,0,0,311678.17391304346,0,0,4.188377225684983,RS006,36.0,0,0,NORMAL
8545778763696748,1,1,33,F,RS006,Z00.0,93.99,1,1,0,4064813,2024-05-06,2025-04-07,manual,700000,5.806875714285714,4064813.0,336,3,0,51.0,25,23,0.9113429635844886,0.1445553411595264,2025-04,0.1538461538461537,0,0,176731.0,0,0,4.188377225684983,RS006,57.0,0,6,MEDIUM
3213394510667549,1,1,23,F,RS002,E11,99.1,3,3,1,5282494,2024-08-07,2025-04-07,auto,2500000,2.1129976,1760831.3333333333,243,4,0,62.0,24,24,0.8596363164695896,0.09579540292606,2025-04,-0.1071428571428571,0,0,220103.91666666663,0,0,4.189745699187344,RS002,23.0,0,2,NORMAL
3373881072393938,1,1,4,M,RS003,R10.4,87.09,3,3,0,8929013,2024-12-14,2025-04-07,manual,1200000,7.440844166666666,2976337.6666666665,114,0,0,0.0,33,31,1.0535576432228166,0.0661495197581518,2025-04,0.4482758620689655,0,0,288032.67741935485,0,0,4.205157410650728,RS003,48.0,0,0,MEDIUM
1963773493497991,0,0,71,M,RS010,K21.0,45.16,3,4,3,5552253,2024-09-16,2025-04-07,auto,1400000,3.965895,1388063.25,203,3,0,0.0,35,35,0.9678735089127852,0.0240388569317793,2025-04,0.3636363636363635,0,0,158635.8,0,0,4.1682773779312186,RS010,91.0,0,0,HIGH
1776292916339684,0,1,65,M,RS008,R10.4,45.23,2,1,1,5347315,2024-09-13,2025-04-07,auto,1200000,4.456095833333333,5347315.0,206,4,0,234.0,47,41,1.104849771616958,0.1085666743692164,2025-04,0.3255813953488371,0,0,130422.31707317074,0,0,4.187444153526895,RS008,66.0,0,0,HIGH
2690502434753559,1,1,17,M,RS008,H25.9,13.4,2,1,0,3722064,2025-02-26,2025-04-07,manual,7500000,0.4962752,3722064.0,40,2,0,45.0,47,41,1.104849771616958,0.0989521741830985,2025-04,0.3255813953488371,0,0,90782.0487804878,0,0,4.187444153526895,RS008,4.0,0,0,NORMAL
1810761647591620,0,1,15,F,RS007,M54.5,93.39,3,2,1,874107,2024-10-08,2025-04-07,auto,1800000,0.485615,437053.5,181,2,0,0.0,34,32,1.0592012001907063,0.1195616237050164,2025-04,0.2702702702702702,0,0,27315.84375,0,0,4.175275247137288,RS007,24.0,0,0,NORMAL
5224897989470254,1,1,65,F,RS007,I25.1,36.15,1,1,3,4903251,2024-02-07,2025-04-07,manual,5000000,0.9806502,4903251.0,425,3,0,35.0,34,32,1.0592012001907063,0.1099152347426504,2025-04,0.2702702702702702,0,0,153226.59375,0,0,4.175275247137288,RS007,12.0,0,0,NORMAL
1882183076458105,0,1,45,M,RS008,E66.9,99.28,2,1,2,2363911,2025-02-04,2025-04-07,manual,1000000,2.363911,2363911.0,62,6,1,13.0,47,41,1.104849771616958,0.1130780101604241,2025-04,0.3255813953488371,0,0,57656.365853658535,0,0,4.187444153526895,RS008,36.0,0,0,NORMAL
3144426752458756,1,1,48,F,RS001,Z00.0,93.99,3,3,0,8669635,2025-02-07,2025-04-08,auto,700000,12.385192857142858,2889878.333333333,60,1,0,62.0,33,30,0.9503571663118672,0.1440107150103363,2025-04,-0.0857142857142857,0,0,288987.8333333333,0,0,4.205689378474635,RS001,43.0,0,0,MEDIUM
4198595875081152,1,0,78,F,RS010,J45.9,93.96,2,1,1,2452948,2025-03-22,2025-04-08,auto,2300000,1.0664991304347826,2452948.0,17,2,0,0.0,37,36,0.9678735089127852,0.0512926361362558,2025-04,0.3636363636363635,0,0,68137.44444444444,0,0,4.1682773779312186,RS010,25.0,0,0,NORMAL
1148541092857523,1,0,40,M,RS005,N39.0,57.94,3,1,1,5319063,2024-06-28,2025-04-08,manual,2200000,2.417755909090909,5319063.0,284,4,0,260.0,33,30,1.040050152390402,0.0318808932231309,2025-04,0.2222222222222223,0,0,177302.1,0,0,4.14127813007164,RS005,41.0,0,0,MEDIUM
0756417633214700,0,1,57,M,RS005,R50.9,99.19,3,1,0,2923454,2024-12-26,2025-04-08,auto,1000000,2.923454,2923454.0,103,6,1,19.0,33,30,1.040050152390402,0.1128268540391564,2025-04,0.2222222222222223,0,0,97448.46666666666,0,0,4.14127813007164,RS005,52.0,0,0,MEDIUM
6720452960755165,0,0,81,F,RS009,H25.9,13.1,2,1,1,6309997,2024-11-06,2025-04-08,manual,7500000,0.8413329333333334,6309997.0,153,6,0,74.0,39,36,1.0510847174228308,0.0721261424694857,2025-04,0.6129032258064515,0,0,175277.69444444444,0,0,4.196372502468529,RS009,47.0,0,0,MEDIUM
2703375320669613,1,1,59,F,RS010,R50.9,99.19,2,2,0,8851800,2024-02-17,2025-04-08,manual,1000000,8.8518,4425900.0,416,5,1,12.0,37,36,0.9678735089127852,0.1430973769298671,2025-04,0.3636363636363635,0,0,245883.3333333333,0,0,4.1682773779312186,RS010,53.0,0,2,MEDIUM
9137914856418775,1,1,33,M,RS003,M54.5,93.39,1,3,1,1134038,2024-01-12,2025-04-08,auto,1800000,0.6300211111111111,378012.6666666667,452,5,0,52.0,34,32,1.0535576432228166,0.0290250995569921,2025-04,0.4482758620689655,0,0,35438.6875,0,0,4.205157410650728,RS003,12.0,0,0,NORMAL
4145155769098372,1,0,79,F,RS009,K29.7,45.16,3,4,0,4135090,2024-01-10,2025-04-08,auto,1700000,2.432405882352941,1033772.5,454,1,0,70.0,39,36,1.0510847174228308,0.0360314038397879,2025-04,0.6129032258064515,0,0,114863.61111111112,0,0,4.196372502468529,RS009,33.0,0,0,NORMAL
7318421949884145,0,1,57,M,RS008,H25.9,13.5,1,3,0,6466207,2024-03-28,2025-04-08,auto,7500000,0.8621609333333333,2155402.333333333,376,3,0,67.0,49,42,1.104849771616958,0.1079933958575849,2025-04,0.3255813953488371,0,0,153957.30952380953,0,0,4.187444153526895,RS008,27.0,0,0,NORMAL
4479781698867211,1,1,70,M,RS002,J18.9,96.04,2,3,2,6634118,2024-02-10,2025-04-08,manual,4200000,1.5795519047619049,2211372.6666666665,423,2,0,200.0,25,25,0.8596363164695896,0.0747851915770247,2025-04,-0.1071428571428571,0,0,265364.72,0,0,4.189745699187344,RS002,8.0,0,0,NORMAL
4766773855303999,1,1,21,F,RS008,O80,72.0,2,4,1,5951127,2025-02-01,2025-04-08,manual,3500000,1.700322,1487781.75,66,4,1,14.0,49,42,1.104849771616958,0.0315151841527637,2025-04,0.3255813953488371,0,0,141693.5,0,0,4.187444153526895,RS008,16.0,0,0,NORMAL
6577532767534126,1,1,79,M,RS004,H25.9,13.1,1,1,0,9664327,2025-02-11,2025-04-08,auto,7500000,1.2885769333333332,9664327.0,56,6,0,95.0,31,30,1.0020465598775556,0.1026924860332405,2025-04,0.4516129032258065,0,0,322144.23333333334,0,0,4.144682110587729,RS004,16.0,0,0,NORMAL
4922346069425808,1,1,89,M,RS002,R50.9,99.19,2,3,0,5892911,2025-01-25,2025-04-09,manual,1000000,5.892911,1964303.6666666667,74,5,0,194.0,26,26,0.8596363164695896,0.1360473224400067,2025-04,-0.1071428571428571,0,0,226650.42307692303,0,0,4.189745699187344,RS002,51.0,0,0,MEDIUM
8825013052089693,1,0,21,M,RS006,I25.1,36.15,1,3,2,2514674,2024-08-28,2025-04-09,auto,5000000,0.5029348,838224.6666666666,224,3,0,0.0,27,25,0.9113429635844886,0.1352036303768148,2025-04,0.1538461538461537,0,0,100586.96,0,0,4.188377225684983,RS006,37.0,0,0,NORMAL
6602327768689737,1,1,56,F,RS005,Z03.8,93.91,3,3,0,6760197,2025-03-22,2025-04-09,manual,1200000,5.6334975,2253399.0,18,7,1,7.0,34,30,1.040050152390402,0.0459051437406841,2025-04,0.2222222222222223,0,0,225339.9,0,0,4.14127813007164,RS005,47.0,0,0,MEDIUM
9657273349215662,1,0,2,M,RS006,I25.1,99.24,2,1,2,8844330,2025-01-16,2025-04-09,manual,5000000,1.768866,8844330.0,83,5,0,46.0,27,25,0.9113429635844886,0.1414595348417737,2025-04,0.1538461538461537,0,0,353773.2,0,0,4.188377225684983,RS006,36.0,0,0,NORMAL
7487929786991839,1,1,52,F,RS007,K29.7,45.16,3,1,1,4971541,2024-12-07,2025-04-09,auto,1700000,2.9244358823529413,4971541.0,123,6,0,348.0,34,32,1.0592012001907063,0.145533066784684,2025-04,0.2702702702702702,0,0,155360.65625,0,0,4.175275247137288,RS007,37.0,0,0,NORMAL
2186891022678761,1,1,48,M,RS004,J45.9,93.96,3,1,1,8051302,2025-02-13,2025-04-09,manual,2300000,3.5005660869565216,8051302.0,55,3,0,55.0,30,29,1.0020465598775556,0.1387273031849107,2025-04,0.4516129032258065,0,0,277631.1034482759,0,0,4.144682110587729,RS004,51.0,0,0,MEDIUM
7217579550637031,1,0,39,F,RS006,E66.9,99.28,2,3,2,1488940,2024-10-28,2025-04-09,auto,1000000,1.48894,496313.3333333333,163,7,0,88.0,27,25,0.9113429635844886,0.0486579805519044,2025-04,0.1538461538461537,0,0,59557.6,0,0,4.188377225684983,RS006,36.0,0,0,NORMAL
1444271201846415,1,1,46,F,RS003,R10.4,87.09,1,2,0,2333465,2024-12-27,2025-04-09,manual,1200000,1.9445541666666664,1166732.5,103,3,0,327.0,34,32,1.0535576432228166,0.0874777728180751,2025-04,0.4482758620689655,0,0,72920.78125,0,0,4.205157410650728,RS003,16.0,0,0,NORMAL
4992315040048669,1,1,68,F,RS008,I25.1,99.24,1,2,3,1185472,2024-09-07,2025-04-09,manual,5000000,0.2370944,592736.0,214,1,0,0.0,49,42,1.104849771616958,0.0283323124347028,2025-04,0.3255813953488371,0,0,28225.52380952381,0,0,4.187444153526895,RS008,9.0,0,0,NORMAL
4435221944697641,1,1,6,M,RS010,K29.7,45.16,3,4,1,7955250,2024-05-08,2025-04-10,manual,1700000,4.679558823529412,1988812.5,337,5,1,29.0,39,37,0.9678735089127852,0.051193357484072,2025-04,0.3636363636363635,0,0,215006.75675675675,0,0,4.1682773779312186,RS010,51.0,0,0,MEDIUM
7012247295552228,1,1,69,F,RS010,Z03.8,93.91,3,2,1,541616,2024-08-12,2025-04-10,auto,1200000,0.4513466666666667,270808.0,241,5,0,77.0,39,37,0.9678735089127852,0.0308392769899387,2025-04,0.3636363636363635,0,0,14638.27027027027,0,0,4.1682773779312186,RS010,12.0,0,0,NORMAL
9729989288633495,1,1,17,M,RS004,E66.9,99.28,1,1,2,9362570,2025-02-05,2025-04-10,auto,1000000,9.36257,9362570.0,64,4,0,195.0,33,32,1.0020465598775556,0.1373189299471594,2025-04,0.4516129032258065,0,0,292580.3125,0,0,4.144682110587729,RS006,59.0,0,2,MEDIUM
7641966612614074,1,1,23,M,RS004,R50.9,99.19,3,1,0,8908417,2024-06-22,2025-04-10,manual,1000000,8.908417,8908417.0,292,5,0,47.0,33,32,1.0020465598775556,0.0356725941324797,2025-04,0.4516129032258065,0,0,278388.03125,0,0,4.144682110587729,RS004,51.0,0,0,MEDIUM
2394882349180926,1,1,29,F,RS002,J45.9,93.96,1,3,0,2432139,2025-02-05,2025-04-10,auto,2300000,1.0574517391304348,810713.0,64,4,0,70.0,27,27,0.8596363164695896,0.1262676630259973,2025-04,-0.1071428571428571,0,0,90079.22222222222,0,0,4.189745699187344,RS002,12.0,0,0,NORMAL
1048933238380530,1,0,27,M,RS004,Z34.0,73.0,3,1,1,9021578,2024-03-27,2025-04-10,manual,800000,11.2769725,9021578.0,379,4,0,0.0,33,32,1.0020465598775556,0.0996345508848265,2025-04,0.4516129032258065,0,0,281924.3125,0,0,4.144682110587729,RS004,76.0,0,0,HIGH
2226278044567539,1,0,75,M,RS004,J00,93.9,1,4,0,3276710,2024-01-25,2025-04-10,auto,500000,6.55342,819177.5,441,7,0,139.0,33,32,1.0020465598775556,0.1335808171506248,2025-04,0.4516129032258065,0,0,102397.1875,0,0,4.144682110587729,RS004,71.0,0,0,HIGH
3638543025244004,1,1,33,M,RS004,I10,99.04,3,1,1,9948732,2024-07-22,2025-04-10,manual,2000000,4.974366,9948732.0,262,5,0,142.0,33,32,1.0020465598775556,0.1141164972105922,2025-04,0.4516129032258065,0,0,310897.875,0,0,4.144682110587729,RS004,51.0,0,0,MEDIUM
8113362462080296,1,1,76,M,RS001,R50.9,99.19,1,1,0,5630405,2025-02-18,2025-04-10,auto,1000000,5.630405,5630405.0,51,4,0,0.0,34,31,0.9503571663118672,0.0220093601487527,2025-04,-0.0857142857142857,0,0,181625.96774193548,0,0,4.205689378474635,RS001,56.0,0,0,MEDIUM
8352665536114506,1,1,38,M,RS005,E11,99.1,3,2,3,2173990,2024-02-09,2025-04-10,auto,2500000,0.869596,1086995.0,426,3,0,0.0,35,31,1.040050152390402,0.1160340095944536,2025-04,0.2222222222222223,0,0,70128.70967741935,0,0,4.14127813007164,RS005,17.0,0,0,NORMAL
7046857939734683,0,1,50,F,RS008,A09,45.23,1,4,1,2939654,2024-12-31,2025-04-10,manual,1300000,2.261272307692308,734913.5,100,3,0,0.0,51,44,1.104849771616958,0.1161455530388265,2025-04,0.3255813953488371,0,0,66810.31818181818,0,0,4.187444153526895,RS008,41.0,0,0,MEDIUM
0190390470252071,0,1,61,M,RS003,J45.9,93.96,1,1,0,4753991,2024-12-28,2025-04-10,auto,2300000,2.066952608695652,4753991.0,103,4,0,115.0,35,33,1.0535576432228166,0.0287896332669879,2025-04,0.4482758620689655,0,0,144060.33333333334,0,0,4.205157410650728,RS003,36.0,0,0,NORMAL
8627292869226363,1,0,20,M,RS007,A09,45.23,1,4,0,4557988,2024-09-16,2025-04-10,manual,1300000,3.506144615384615,1139497.0,206,2,0,0.0,35,33,1.0592012001907063,0.0369932520666684,2025-04,0.2702702702702702,0,0,138120.84848484848,0,0,4.175275247137288,RS007,68.0,0,0,HIGH
2679857133040929,1,1,85,M,RS007,M54.5,93.39,3,1,0,9416880,2025-02-19,2025-04-10,auto,1800000,5.2316,9416880.0,50,3,0,342.0,35,33,1.0592012001907063,0.071162193693821,2025-04,0.2702702702702702,0,0,285360.0,0,0,4.175275247137288,RS007,51.0,0,0,MEDIUM
7701575774912642,0,1,63,M,RS009,I25.1,36.15,2,2,4,1118594,2025-01-18,2025-04-10,manual,5000000,0.2237188,559297.0,82,8,1,21.0,40,37,1.0510847174228308,0.0399436747105814,2025-04,0.6129032258064515,0,0,30232.27027027027,0,0,4.196372502468529,RS009,29.0,0,2,NORMAL
6688313036105229,1,1,42,F,RS008,H25.9,13.1,3,4,0,4586190,2025-02-28,2025-04-10,manual,7500000,0.611492,1146547.5,41,3,0,63.0,51,44,1.104849771616958,0.0974985444414866,2025-04,0.3255813953488371,0,0,104231.59090909093,0,0,4.187444153526895,RS008,12.0,0,0,NORMAL
6587610077861552,0,1,12,M,RS005,A09,45.23,3,4,0,3988451,2024-11-30,2025-04-10,manual,1300000,3.0680392307692306,997112.75,131,1,0,0.0,35,31,1.040050152390402,0.1340711060650826,2025-04,0.2222222222222223,0,0,128659.70967741936,0,0,4.14127813007164,RS005,63.0,0,0,MEDIUM
6615142869749187,0,1,35,F,RS009,N39.0,57.94,2,4,0,6033919,2024-03-05,2025-04-10,auto,2200000,2.7426904545454547,1508479.75,401,7,0,0.0,40,37,1.0510847174228308,0.124412166512255,2025-04,0.6129032258064515,0,0,163078.8918918919,0,0,4.196372502468529,RS009,57.0,0,0,MEDIUM
0001760280809973,1,1,4,M,RS001,O80,72.0,2,3,2,3300048,2024-07-23,2025-04-10,auto,3500000,0.9428708571428572,1100016.0,261,3,1,8.0,34,31,0.9503571663118672,0.1389323707286583,2025-04,-0.0857142857142857,0,0,106453.16129032258,0,0,4.205689378474635,RS001,12.0,0,0,NORMAL
6140401892129011,1,1,77,F,RS001,N39.0,57.98,2,1,2,8761264,2024-06-18,2025-04-10,manual,2200000,3.9823927272727273,8761264.0,296,3,0,72.0,34,31,0.9503571663118672,0.0681206310332077,2025-04,-0.0857142857142857,0,0,282621.4193548387,0,0,4.205689378474635,RS001,57.0,0,6,MEDIUM
3273190338674850,1,0,66,M,RS009,I10,99.04,3,3,2,7131204,2024-09-19,2025-04-10,auto,2000000,3.565602,2377068.0,203,6,1,5.0,40,37,1.0510847174228308,0.1204692108454454,2025-04,0.6129032258064515,0,0,192735.24324324325,0,0,4.196372502468529,RS009,71.0,0,0,HIGH
3257191286710068,1,1,61,M,RS009,J00,93.9,3,4,1,4843006,2024-11-18,2025-04-10,manual,500000,9.686012,1210751.5,143,3,0,40.0,40,37,1.0510847174228308,0.0655922724389709,2025-04,0.6129032258064515,0,0,130892.05405405404,0,0,4.196372502468529,RS009,51.0,0,0,MEDIUM
8489076849878715,1,1,46,F,RS010,J00,93.9,1,4,1,5142101,2025-03-21,2025-04-11,auto,500000,10.284202,1285525.25,21,2,0,214.0,37,36,0.9678735089127852,0.106714791426296,2025-04,0.3636363636363635,0,0,142836.13888888888,0,0,4.1682773779312186,RS010,39.0,0,0,NORMAL
3574840908365561,1,1,86,M,RS003,R10.4,87.09,1,1,0,8985481,2024-05-06,2025-04-11,manual,1200000,7.487900833333334,8985481.0,340,5,0,90.0,34,33,1.0535576432228166,0.0503825706483562,2025-04,0.4482758620689655,0,0,272287.30303030304,0,0,4.205157410650728,RS003,51.0,0,0,MEDIUM
1844734367804588,0,1,52,F,RS003,O80,72.0,2,2,4,9141548,2025-01-18,2025-04-11,auto,3500000,2.6118708571428573,4570774.0,83,1,0,0.0,34,33,1.0535576432228166,0.124046346016907,2025-04,0.4482758620689655,0,0,277016.6060606061,0,0,4.205157410650728,RS003,49.0,0,0,MEDIUM
4561408049739209,1,1,60,M,RS008,R10.4,87.09,1,3,0,763456,2025-03-22,2025-04-11,auto,1200000,0.6362133333333333,254485.3333333333,20,2,0,428.0,51,44,1.104849771616958,0.0474260857805935,2025-04,0.3255813953488371,0,0,17351.272727272728,0,0,4.187444153526895,RS008,0.0,0,0,NORMAL
1351779358654120,1,1,81,F,RS007,R10.4,45.23,2,2,0,9148045,2024-12-27,2025-04-11,auto,1200000,7.623370833333333,4574022.5,105,2,0,0.0,33,32,1.0592012001907063,0.1073221517017279,2025-04,0.2702702702702702,0,0,285876.40625,0,0,4.175275247137288,RS007,48.0,0,0,MEDIUM
5612025478391971,1,0,70,M,RS004,J45.9,93.96,3,2,0,6712635,2024-01-16,2025-04-11,manual,2300000,2.918536956521739,3356317.5,451,2,0,0.0,34,33,1.0020465598775556,0.0286376997662507,2025-04,0.4516129032258065,0,0,203413.18181818185,0,0,4.144682110587729,RS004,54.0,0,0,MEDIUM
8320899066133756,0,1,33,M,RS008,R50.9,99.19,1,2,0,7175226,2024-03-04,2025-04-11,manual,1000000,7.175226,3587613.0,403,5,0,71.0,51,44,1.104849771616958,0.1294108609805606,2025-04,0.3255813953488371,0,0,163073.31818181818,0,0,4.187444153526895,RS008,66.0,0,0,HIGH
3379230030281539,0,0,88,F,RS005,I10,99.04,2,3,3,2696269,2024-10-21,2025-04-11,auto,2000000,1.3481345,898756.3333333334,172,4,0,90.0,36,31,1.040050152390402,0.0478728427891113,2025-04,0.2222222222222223,0,0,86976.41935483871,0,0,4.14127813007164,RS005,51.0,0,0,MEDIUM
5844677688197867,1,0,29,F,RS006,K21.0,45.16,2,3,4,4192439,2025-03-24,2025-04-11,auto,1400000,2.9945992857142856,1397479.6666666667,18,5,1,10.0,27,24,0.9113429635844886,0.1391346707891686,2025-04,0.1538461538461537,0,0,174684.95833333334,0,0,4.188377225684983,RS006,53.0,0,0,MEDIUM
2313180726982940,1,1,89,F,RS009,E66.9,99.28,1,3,4,5700304,2025-01-11,2025-04-11,manual,1000000,5.700304,1900101.3333333333,90,2,0,45.0,39,36,1.0510847174228308,0.0676516543592994,2025-04,0.6129032258064515,0,0,158341.77777777778,0,0,4.196372502468529,RS009,43.0,0,0,MEDIUM
6423520699221775,1,1,49,F,RS002,Z00.0,93.99,3,1,0,5025277,2025-02-21,2025-04-11,manual,700000,7.178967142857143,5025277.0,49,3,0,0.0,27,27,0.8596363164695896,0.0644362557207238,2025-04,-0.1071428571428571,0,0,186121.3703703704,0,0,4.189745699187344,RS002,56.0,0,0,MEDIUM
8022845596711460,1,0,88,M,RS010,J00,93.9,1,2,1,2575886,2024-09-02,2025-04-11,manual,500000,5.151772,1287943.0,221,2,0,71.0,37,36,0.9678735089127852,0.0953658249421703,2025-04,0.3636363636363635,0,0,71552.38888888889,0,0,4.1682773779312186,RS010,63.0,0,0,MEDIUM
